"voteshare","margin"
0.73991168,0.5731945
0.79583251,0.49281612
0.67670363,0.6019541
0.75232601,0.19861937
0.63839555,0.51028842
0.61195928,0.29072523
0.88370818,0.69975001
0.86962998,0.78524637
0.60690349,0.25631094
0.64090073,0.36170533
0.71791172,0.28475085
0.66029346,0.43950993
0.62682384,0.46925953
0.7387861,0.25364769
0.79138511,0.48015156
0.75888091,0.57254797
0.76482153,0.5320062
0.698834,0.54511356
0.77822095,0.27985898
0.97388071,0.5564419
0.66583341,0.94776142
0.62039423,0.19382489
0.66613328,0.26352271
0.44128349,-0.059056699
0.53300983,0.04606843
0.60267103,0.06793794
0.57590324,0.20785478
0.69181281,0.45792103
0.74827754,0.38362563
0.79667705,0.50018197
0.64252621,0.40086088
0.90868914,0.29788059
0.73078138,0.81737828
0.76449007,1
0.70195264,0.53973079
0.69691241,0.4159919
0.4327434,-0.0776124
0.47118527,-0.13451323
0.44023934,-0.055037379
0.32176036,-0.1907934
0.39690331,-0.35647929
0.35395974,-0.20170471
0.66120464,0.18554196
0.74465406,0.33361796
0.65250319,0.50148225
0.26228365,-0.59737575
0.22409564,-0.47543266
0.3363747,-0.53624648
0.42960584,0.067837834
0.4196713,-0.14078832
0.40515494,-0.16065741
0.32551798,-0.26021007
0.28708905,-0.34132913
0.25917125,-0.4258219
0.50008214,0.16231273
0.51930016,0.00016429706
0.53179199,0.039806858
0.40954694,-0.03290689
0.3527846,-0.28625873
0.43362847,-0.29443082
0.41103867,-0.13274309
0.47071743,0.037670851
0.32772329,-0.05856514
0.30870849,-0.34455338
0.33622196,-0.018834531
0.33869964,-0.3114396
0.23185101,-0.30589741
0.617266,0.14833057
0.56463873,0.234532
0.51086468,0.12927744
0.43364739,-0.12166882
0.47013599,-0.10806966
0.47349814,0.056987971
0.34535232,-0.16756713
0.45268741,-0.30929539
0.42578205,-0.094625145
0.29283246,-0.21087828
0.32605743,-0.4143351
0.44123513,-0.34788513
0.51374704,-0.067008853
0.52355605,0.027494073
0.58724362,0.047112107
0.29256138,-0.37232831
0.2768521,-0.41487721
0.35582209,-0.44629577
0.22628559,-0.54884505
0.24206309,-0.49383944
0.54459918,0.16392592
0.40964645,-0.051600248
0.47603297,-0.1807071
0.37956369,-0.047934055
0.46205512,0.040459037
0.218421,-0.075889736
0.22801122,-0.56315804
0.2330059,-1
0.53807235,-0.46086645
0.57265282,0.094311863
0.73653334,1
0.76890534,0.47306672
1,0.53781068
0.64144224,0.18590987
0.69319302,0.30545735
0.33242479,-0.11459824
0.31182963,-0.35204914
0.38987049,-0.37634075
0.34625524,-0.22025904
0.36400089,-0.11336732
0,-0.27199826
0.35600907,-0.99939775
0.29940391,-0.23059535
0.31504384,-0.40119219
0.27656871,-0.36991236
0.17083366,-0.54997945
0,-0.58046448
0.38290253,-0.99665082
0.30337062,-1
0.36190611,-0.34471223
0.4250856,-0.042878866
0.37676746,-0.19072366
0.46084872,-0.24646509
0.32694587,-0.078302592
0.24674842,-0.31777239
0.28809845,-0.50650322
0.28853691,-0.42380309
0.32559094,-0.25092599
0.37382337,-0.34881815
0.29636326,-0.25235328
0.34971952,-0.25160512
0.39387205,-0.30056095
0.25128376,-0.21225587
0.34030262,-0.46726489
0.33310562,-0.27134487
0.5084393,0.061649084
0.54500526,0.043572307
0.62001783,0.090010494
0.44806397,0.24003565
0.32075831,-0.20100811
0.27631143,-0.3584834
0.32174668,-0.44737712
0.38515255,-0.37640369
0.35113335,-0.22969487
0.45404074,-0.29773331
0.27854869,-0.48234913
0.25691903,-0.42420939
0.28800073,-0.48616195
0.51325738,-0.018992424
0.56961834,0.026514739
0.31563827,-1
0.34054768,-0.27782357
0.39486134,-0.31890464
0.34553862,-0.21027732
0,-0.13525224
0.3620781,-1
0.30633634,-0.27584383
0.35148478,-0.32727018
0,-0.29703045
0.23883891,-1
0,-0.49952793
0.26123199,-1
0.37916338,-0.47753599
0.26361895,-1
0.27703112,-0.41491264
0.37272131,-0.08986032
0.36547405,-0.26095569
0.38732955,-0.26905191
0.3232677,-0.22534087
0.32948521,-0.23519015
0.28625423,-0.34102955
0,-0.42748457
0.28770986,-0.044811696
0.28589907,-0.39881131
0.24033479,-0.42817548
0,-0.53757346
0.24149807,-0.68068707
0.38880023,-0.51700389
0.26071975,-1
0.29250765,-0.44205591
0.3242856,0.075659752
0.55249155,0.028671265
0.61598551,0.10498306
0.56868684,0.23197103
0.60757601,0.25791621
0.57400554,0.21515203
0.70916861,0.14801106
0.54200476,0.056518048
0.63387489,0.10192952
0.39860111,0.33044869
0.77516162,0.11600399
0.81293726,0.55032325
0.77691585,0.62624604
0.77085763,0.50677681
0.81184942,0.56284618
0.34788555,-0.15725434
0,-0.23325205
0.52944362,-1
0.52535182,0.058887213
0.47979653,0.047715664
0.30749246,-0.040406942
0.334705,-0.3850151
0.3123621,-0.40732494
0.26076892,-0.37527582
0.25634736,-0.47846213
0.29559642,-0.45956728
0.28366223,-0.40880716
0.36773327,-0.43267551
0.49061078,-0.13236839
0.66771758,0.027370155
0.46872976,-0.016986877
0.41580182,-0.30546668
0.5030607,-0.16839635
0.51026577,0.0061214268
0.30692726,-0.1073176
0.24654438,-0.38614547
0.31752738,-0.50691128
0.28257975,-0.21037185
0.28305167,-0.43484047
0.27618036,-0.39789295
0.72450334,0.33513665
0.61491996,0.47587293
0.65719151,0.22983992
0.81227517,0.54429615
0.80411738,0.65980893
0.35938796,-0.042569995
0.38216528,-0.23001397
0.45621482,-0.23566946
0.3932592,-0.087570339
0.3582871,-0.10808611
0.32433838,-0.28342581
0.42327163,-0.35132325
0.45661765,-0.017242432
0.43063843,-0.0079810023
0.52557009,-0.13872313
0.26599309,-0.38922453
0.19862011,-0.46801385
0.28014275,-0.60275972
0.33172166,-0.33341089
0.32826909,-0.30705374
0.29132637,-0.18302163
0.29316369,-0.18229756
0.41055003,-0.41367266
0.48565879,-0.17889997
0.34471405,-0.094899982
0.38124594,-0.31057191
0.38288927,-0.23750815
0.66018462,-0.15093136
0.65146118,0.35576692
0.63824797,0.3029224
0.62816876,0.3633858
0.69807142,0.25633752
0.56672245,0.39614284
0.60812664,0.035436541
0.61547297,0.25186399
0.47828352,0.14971662
0.41112456,-0.092368096
0.39870134,-0.17775086
0.38500354,-0.20259735
0.40352586,-0.09339866
0.44879705,-0.19294831
0.56429702,-0.10209972
0.74093115,0.50851977
0.72453749,0.49781352
0.64869618,0.44907495
0.53724593,0.42709577
0.74734455,0.074491858
0.59558219,0.49468911
0.54345739,0.038666517
0.62722021,0.12621102
0.61603975,0.12713155
0.39475188,-0.08032921
0.42738628,-0.21049628
0.48776621,-0.14522743
0.40088639,0.32254478
0.26599959,-0.19822726
0.2943905,-0.46461841
0.34498808,-0.23007309
0.28901055,-0.31002381
0.27405152,-0.42197886
0.363204,-0.42773429
0.24856946,-0.273592
0.40799433,-0.50286114
0.2920191,-0.41678378
0.28487781,-0.41596183
0.49327809,0.05264616
0.44791588,-0.16586614
0.42580616,-0.10416827
0.37479585,-0.14838767
0.38902295,-0.043817967
0.40440339,-0.22195411
0.43759826,-0.19117564
0.31978104,-0.31206432
0.21989435,-0.34868547
0.2073116,-0.5602113
0.23661727,-0.44694531
0.21444258,-0.52676547
0.41090128,-0.5711149
0.27995875,-0.49994266
0.35998213,-0.40725198
0.357544,-0.057803899
0.3350307,-0.29266179
0.51689136,-0.32993862
0.4695527,0.033782691
0.44665301,-0.029823422
0.35084525,-0.10669398
0.34482867,-0.29830304
0.43203506,-0.054948419
0.32616726,-0.13592991
0.27097359,-0.34766546
0.72255409,0.078951865
0.77138811,0.44510818
0.77714318,0.54277623
0.90963376,0.54814172
0.68193871,0.81926751
0.50778288,0.082857847
0.59553963,0.14540982
0.71545494,0.19107923
0.65551871,0.43090987
0.64148855,0.37616169
0.60271847,0.2829771
0.68292904,0.20543694
0.6290614,0.31242383
0.59502584,0.38295466
0.76096708,0.1900517
1,0.51750278
0.77619094,1
0.74279386,0.55238187
0.4632681,-0.079506516
0.39730939,-0.038628459
0.63799453,0.36131263
0.68722129,0.35034478
0.7501682,0.37444258
0.68853027,0.50033641
0.71873039,0.52637768
0.69649541,0.43746075
0.58447146,0.39301133
0.50243753,0.45445752
0.49325776,0.023480356
0.41926384,-0.013484478
0.54780269,0.12485862
0.70489967,0.095605344
0.64770103,0.40979934
0.40982258,-0.04992193
0.33576772,-0.13718557
0.7421363,1
0.65253973,0.35316098
0.79434139,0.30507943
0.67785841,0.58868277
0.76053929,0.48852801
0.72378778,0.52107859
0.81314194,0.44757557
0.80987245,0.73860121
1,0.64137208
1,1
0.84863502,0.99279213
0.82582361,0.69727004
0.73347682,0.65164721
0.75448376,0.51898813
0.71632159,0.51981008
0.80369925,0.43264315
0.72969121,0.60739851
0.81687874,0.8022505
0.74719507,0.63375747
0.77615368,0.4943901
0.83833218,0.63905215
0.86076504,0.7249102
1,0.72153008
0.81551701,0.67618179
0.85678321,0.63103402
0.79952651,0.71356642
0.37277085,-0.093432069
0.33303374,-0.16695964
0.44702169,-0.33393252
0.43091959,-0.10595658
0.44125688,-0.13273275
0.5471164,-0.11748624
0.71522033,0.094232827
0.72732466,0.57300222
0.66040343,0.48555082
0.55208838,0.42705852
0.31047839,-0.35080525
0.33482057,-0.37904322
0.32682517,-0.33035886
0.26777476,-0.34433568
0.48048639,-0.46445048
0.39767215,-0.039027214
0.7320103,0.042540163
0.74771702,0.46402061
0.99995846,0.49543405
0.41503844,0.032299001
0.29649019,-0.16992316
0.45093432,-0.40700626
0.460935,0.040581703
0.4285706,0.043432236
0.39512107,-0.14285883
0.43665764,-0.20957638
0.42815077,-0.043118477
0.42931896,-0.088834643
0.50581491,-0.14136207
0.47297472,0.01162979
0.48963034,0.030375838
0.49111265,-0.020739317
0.60927558,-0.017774701
0.64902717,0.40979433
0.54488182,0.30856463
0.5623939,0.089763612
0.74256134,0.1242089
0.76163942,0.50156844
1,0.52327883
0.49084091,-0.0065944791
0.42799214,-0.018318176
0.42201939,-0.082304507
0.44676766,-0.079842478
0.52090389,-0.10646465
0.53370225,0.041807741
0.58031052,0.27223215
0.59880131,0.16062102
0.68486923,0.19760266
0.65603703,0.29540122
0.57676858,0.31207404
0.53979164,0.16336113
0.55537146,0.27311286
0.58504081,0.11304399
0.46764857,0.17008162
0.41027668,-0.4055441
0.52921486,-0.16375116
0.41044536,-0.3877148
0.3879796,-0.24119508
0.48796353,-0.22404084
0.45369807,-0.024072915
0.31155688,-0.21241808
0.3631489,-0.37688625
0.44526228,-0.27370223
0.58120525,0.036648631
0.62799734,0.1624105
0.49006799,0.25599468
0.358915,-0.36722484
0.31649223,-0.28217003
0.38994178,-0.36701557
0.52097493,-0.14717996
0.71548671,0.041949838
0.60877419,0.16401029
0.65657324,0.42172492
0.7412892,0.3131465
0.71707243,0.48257843
0.7430681,0.4833703
0.72623664,0.4861362
0.80345017,0.45247328
1,0.48679376
0.66086531,1
0.70020658,0.32173064
1,0.33864108
1,1
0.69281048,1
0.5773524,0.089128137
0.57992846,0.15470484
0.48385409,0.083321184
0.57751733,0.044954062
0.69455332,0.15503466
0.57719797,0.38910663
0.70024353,0.51917493
0.67781806,0.40363154
0.75941283,0.36339584
0.77768749,0.59944928
0.73070943,0.56782395
0.77030176,0.47142601
1,0.9623307
0.64214784,1
0.68164003,0.28429568
0.73431671,0.26088223
0.78332204,0.48785752
0.34951475,-0.11737964
0.32817575,-0.25000909
0.47228396,-0.34364846
0.44201058,-0.055432081
0.47617617,0.015510231
0.34331787,-0.047647685
0.30779696,-0.29653531
0.36645994,-0.24084997
0.29600033,-0.2670801
0.40653235,-0.4001905
0,-0.5166409
0.25753215,-0.96681076
0,-0.48493567
0.2390897,-1
0,-0.49148592
0.31675661,-0.26370645
0.38154107,-0.18225217
0.39537022,-0.23691785
0.32877156,-0.20925954
0.34852871,-0.23511341
0.35877863,-0.3029426
0.67608273,-0.28244272
0.73266834,0.41118735
0.62183261,0.47207054
0.6467914,0.25307623
0.62140739,0.22470856
0.61779922,0.25212717
0.62143081,0.24382293
0.57073087,0.08652246
0.60637671,0.14146173
0.37894911,-0.14091468
0.35353321,-0.24068284
0.4268111,-0.29293358
0.41158536,-0.1463778
0.38730273,-0.19118997
0.3200846,-0.22539458
0.43563792,-0.35983077
0.50853133,0.088780195
0.42055172,0.03922841
0.58801222,-0.15889657
0.32643208,-0.37078354
0.30297145,-0.34713587
0.46453676,-0.39405707
0.5203917,-0.27457297
0.45390776,0.040783435
0.29188573,-0.98141885
0.51420575,0.10822538
0.63088393,0.028411508
0.5654766,0.26176786
0.3585293,-0.10641113
0.36893296,-0.28294137
0.47970894,-0.26213408
0.34087333,-0.079419255
0.38847995,-0.31825337
0.58801222,-0.2230401
0.21778785,-0.47246754
0.25092676,-0.56442428
0,-0.49814644
0.25499716,-1
0,-0.49000564
0.43024036,-0.13251376
0.35455078,-0.19512019
0.32899317,-0.29089844
0,-0.34201369
0.3345755,-0.1231263
0.34059757,-0.33084896
0.4882834,-0.31880486
0.38009816,-0.07621026
0.42020184,-0.14061427
0.46602672,-0.15959632
0.3911489,-0.067946553
0.47915083,0.020285487
0.46993646,-0.033727527
0.49200863,-0.060127109
0.47832426,0.087246031
0.35756421,-0.041050345
0.3488619,-0.27710688
0.33622792,-0.33535564
0.38385317,-0.32754418
0,-0.22330049
0.45640633,-0.22350124
0.42272979,-0.072173506
0.41182071,-0.077478558
0.48620224,-0.10849199
0.51124758,-0.02759552
0.4744125,0.022495151
0.53962225,0.043749213
0.55050057,0.079244494
0.60475171,0.10100114
0.50344658,0.030136734
0.47093785,0.012886822
0.45091805,-0.051763594
0.38657501,-0.27801219
0.43223107,-0.22684994
0.48804998,-0.13553786
0.45868218,-0.12592471
0.44004369,-0.075642407
0.35521066,-0.16880047
0.41445765,-0.24274758
0.4633711,-0.17108467
0.43686429,-0.073257804
0.37951717,-0.0025166273
0.35951522,-0.24096563
0.41017449,-0.28096953
0.43544495,-0.016887307
0.25177026,-0.1291101
0.48457929,-0.49645948
0.54617047,-0.21407464
0.63370705,0.092340916
1,0.26741412
0.49367541,-0.16826737
0.56908858,0.017116845
0.42822003,-0.033696681
0.49293017,-0.11153933
0.51986247,-0.014139652
0.43431884,0.039724916
0.48343664,0.072891027
0.46073332,-0.033126712
0.45390519,-0.078533381
0.69093823,0.28395674
0.64695907,0.38187644
0.53927362,0.29391816
0.68363798,0.21363771
0.71679574,0.36727595
1,0.43359149
0.46744764,-0.061534941
0.3389754,-0.053183436
0.42740849,-0.02309373
0.4887152,-0.1113224
0.52276444,-0.022569567
0.52981848,0.045528889
0.60443068,0.39918432
0.62126315,0.21476674
0.64894992,0.24252632
0.64864242,0.021803349
0.58931357,0.30721062
0.60223573,0.17862713
0.40780905,-0.015514374
0.36124429,-0.18438187
0.31987756,-0.27751139
0.33622599,-0.21849242
0,-0.3185063
0.3500635,-0.11686304
0.50076711,-0.20678604
0.58251178,0.0015342534
0.53628027,0.16502357
0.42253047,0.066796005
0.3495512,-0.15169466
0.4302381,-0.3008976
0.67427099,0.09252581
0.66286069,0.35966811
0.64303666,0.32572135
0.49049592,0.24053857
0.35613102,-0.01900816
0.28173995,-0.28773797
0.37725285,-0.13761413
0.44641092,-0.20742127
0.48498991,-0.10717818
0.44155228,-0.030020207
0.40893188,0.070465535
0.35172123,-0.18080464
0.37279645,-0.29655755
0.35688221,-0.10827836
0.3991496,-0.27647671
0.47275093,-0.20170081
0.42495331,-0.054498106
0.33505377,-0.20939648
0.45840648,-0.086339146
0.47437075,-0.07241717
0.3689943,-0.037856728
0.31374246,-0.023163319
0.48548317,-0.37251508
0.43185481,-0.029033661
0.26489094,-0.25444013
0,-0.45370629
0.37711075,-1
0.23480959,-0.52603447
0,-0.53038085
0.37352315,-1
0.24487545,-0.54817176
0.193344,-0.48996156
0.47774094,-0.037137121
0.45148191,-0.093233556
0.50751621,-0.097036153
0.47684237,0.015032381
0.37158212,-0.022893101
0.32425162,-0.25683579
0.52341837,-0.35149679
0.50694549,0.111606
0.4797146,0.032591581
0.46125546,-0.040570825
0.70638406,0.20966363
0.73272061,0.4127681
0.62822056,0.46544126
0.45479575,-0.31293833
0.39046213,-0.067233175
0.45319638,-0.10013363
0.4495796,-0.10763705
0.51722968,-0.10084081
0.48807946,0.034459352
0.45003697,-0.24332801
0.37167469,-0.079241663
0.45709577,-0.2566506
0.28974146,-0.27842972
0,-0.39737558
0.41824752,-1
0,-0.14828289
0.26426914,-1
0.39907753,-0.47146174
0.45422253,-0.13186321
0.52391618,-0.044119537
0.41149259,-0.11185005
0.46161023,-0.12424883
0.49330807,-0.076779574
0.44775236,-0.013383865
0.31307033,-0.18720117
0.35289827,-0.37385932
0.34943575,-0.29420349
0.5026958,-0.063768387
0.69544351,0.018055677
0.68929982,0.39088705
0.64501977,0.48818648
0.63965678,0.29003957
0.7076211,0.27931356
0.46625662,-0.058226973
0.38561586,-0.034876406
0.39010817,-0.29927424
0.5052374,-0.29714122
0.53142995,0.010474801
0.55456072,0.062859863
0.39147657,-0.12760127
0.35525921,-0.21704686
0.33923009,-0.28948161
0.36174396,-0.10345426
0.41389969,-0.24488857
0.24034055,-0.15659365
0.28927833,-0.48306662
0.29841965,-0.42144334
0.40735868,-0.40316069
0.40450773,-0.15130901
0.48916516,-0.066447705
0.48956212,-0.021669716
0.4074845,-0.0026193261
0,-0.61389232
0,-0.60894406
0,-0.61460632
0,-0.569493
0,-0.55307287
0,-0.65906584
0,-0.6874764
0,-0.62588316
0,-0.6824652
0,-0.56196755
0,0.13982701
0,-0.72377288
0,-0.70117152
0.47249198,-0.10465339
0.45240411,-0.055016041
0,-0.63866544
0,-0.57884395
0,-0.63798606
0,-0.5707376
0,-0.58353865
0,-0.66209769
0,-0.59487087
0,-0.53102481
0,-0.60340101
0,-0.70388889
0,-0.26138937
0,-0.51595753
0,-0.57823902
0.54957223,0.070130408
0.57118917,0.13836664
0,-0.54627663
0,-0.54429853
0,-0.51966769
0,-0.51641583
0,-0.56991267
0,-0.65432543
0,-0.64781624
0,-0.60400128
0,-0.66093171
0,-0.65733945
0,-0.46376666
0,-0.70136219
0,-0.68336231
0.29795405,-0.47152066
0.23495102,-0.40409186
0,-0.59429002
0,-0.63010097
0,-0.64067662
0,-0.56361443
0,-0.73009032
0,-0.5339421
0,-0.61329192
0,-0.760333
0,-0.66442007
0,-0.58039725
0,0.48335651
0,-0.72878879
0,-0.72444147
0.57059962,0.12985209
0.53723806,0.20237112
0,-0.53959668
0,-0.55763322
0,-0.56011164
0,-0.57335496
0,-0.61898613
0,-0.59651232
0,-0.5754348
0,-0.73753124
0,-0.70662487
0,-0.62326545
0,0.43506679
0,-0.72698057
0,-0.74115497
0.64397615,0.24776021
0.66958517,0.35869727
0,-0.51710457
0,-0.61917943
0,-0.56188405
0,-0.64300823
0,-0.51788455
0,-0.51358902
0,-0.56197852
0,-0.553563
0,-0.59790117
0,-0.55280459
0,0.20943749
0,-0.65809423
0,-0.65515763
0.55922675,0.0024236441
0.50009584,0.1184535
0,-0.52469075
0,-0.52616841
0,-0.5590117
0,-0.53295231
0,-0.50778812
0,-0.63226163
0,-0.51247382
0,-0.75006533
0,-0.72044927
0,-0.52354759
0,-0.1409038
0,-0.49681643
0,-0.54582816
0.68083549,0.025635451
0.71851701,0.36167097
0,-0.66636801
0,-0.71811485
0,-0.7317673
0,-0.75587475
0,-0.69440907
0,-1
0,-0.6762923
0,-0.61992103
0,-1
0,-0.87246352
0,0.351145
0,-0.72563666
0,-0.74523813
0.67364424,0.31480518
0.66034454,0.42117259
0,-0.54639518
0,-0.51220429
0,-0.52672702
0,-0.50736725
0.54374772,0.15227839
0.66271412,0.32516888
0.75753969,0.32542825
0.7077629,0.51507938
0.63935757,0.53765035
0.64148819,0.27871516
0.90526807,0.28297642
0.65555924,0.36657107
0.66609436,0.31111845
0.7024219,0.35304517
0.66145027,0.36531249
0.71571457,0.32290053
0.60899621,0.4456569
0.70160884,0.30557191
0.72642362,0.42526367
0.52999228,0.13464689
0.48163214,-0.093998462
0.4808678,-0.036735684
0.43300644,-0.038264394
0.33776814,-0.062710047
0.53220636,-0.32446373
0.5758782,0.064412683
0.51089162,0.219506
0.56418651,0.021783233
0.64449602,0.128373
0.48079652,0.042488158
0.32601234,-0.038406968
0.50012726,-0.33725348
0.37075123,-0.36650786
0.28327978,-0.24241117
0.51107013,0.14200628
0.69645113,0.42089748
0.79171222,0.39290228
0.73312473,0.58342445
0.71129483,0.43329337
0.73414987,0.42258969
0.74761444,0.46829978
0.63690436,0.49954844
0.81891733,0.27380872
0.77616602,0.63783467
0.6896525,1
0.62822044,0.37930501
0.56797504,0.2653411
0.58989066,0.17958221
0.55813491,0.20235011
0.61554772,0.28455025
0.51771522,0.032122761
0.64018857,0.035430431
0.53989553,0.28037712
0.60852134,0.27752891
0.5785839,0.21704265
0.60104084,0.15716779
0.55865777,0.35712993
0.72799402,0.1173155
0.67819083,0.45598805
1,0.33853495
0.71797925,1
0.61848414,0.4359585
0.63776171,0.35509995
0.70981687,0.29866815
0.54453939,0.11729959
0.5722208,0.17830715
0.70025468,0.14444157
0.61017251,0.40050933
0.61159664,0.35847744
0.65354514,0.22319332
0.6132555,0.30709028
0.6802066,0.39237332
0.71969926,0.39915171
0.70107919,0.45368916
0.70861447,0.34264308
0.70315218,0.43268758
0.62088144,0.41818336
0.6740306,0.13109612
0.65922505,0.38519239
0.49272311,0.027815372
0.51950407,0.072630882
0.64903319,0.03900817
0.54577208,0.29806635
0.57966799,0.29361919
0.54552871,0.159336
0.53605431,0.09105742
0.40527725,0.57831872
0.44058853,-0.18007267
0.29360855,-0.11882293
0.43281859,-0.29658711
0.40665296,-0.13436282
0.48072004,-0.18669412
0.68622959,0.32291555
0.70949334,0.39362192
0.41312775,-0.079182714
0.50292963,-0.072556019
0.5372538,0.005859226
0.4512566,0.074507594
0.37700203,-0.034193128
0.36239859,-0.24599597
0,-0.27520278
0.37979805,-0.046798736
0.38820598,-0.24040389
0.32218087,-0.22358808
0.33015054,-0.39212441
0.46176389,-0.33969891
0.47853231,-0.06929943
0.31648469,-0.17554465
0.24281743,-0.33223188
0.54648411,0.14473093
0.54270083,0.14493823
0.64305538,0.085401654
0.57994628,0.28611073
0.58126909,0.30388102
0.57500476,0.16253817
0.64345074,0.15506396
0.67321646,0.39709914
0.60462481,0.36719096
0.42855799,0.20924959
0.47474679,-0.30844235
0.41897312,-0.050506383
0.42721322,-0.16205373
0.37281808,-0.43520635
0.35686147,-0.13187107
0.61448765,0.23326185
1,0.18003711
0.64761823,1
0.59829956,0.29523647
0.55274183,0.24773657
0.522358,0.10548365
0.63004094,0.044716001
0.55928439,0.3278226
0.74694002,0.11856878
0.56453019,0.49388003
0.57479137,0.057718009
0.67912865,0.14958271
0.57527953,0.35825732
0.47030732,0.054366589
0.35506758,-0.023558319
1,0.43259406
1,0.2788223
0.70668238,1
1,0.4133648
0.61042023,0.34882185
0.53959876,0.22084042
0.55979806,0.079197526
0.72072095,0.45562041
0.65299833,0.44144192
0.44848362,0.30599666
0.64538503,0.30968171
0.50807673,0.1060065
0.56944954,0.016153425
0.50120842,0.13889912
0.49028191,0.1036627
0.68163598,0.41126716
0.45455432,-0.14489841
0.33046737,-0.1718168
0.46567354,-0.33906528
0.44240236,-0.068652898
0.48834643,0.026549578
0.43395254,-0.023307174
0.23187664,-0.10699043
0.26815042,-0.066389561
0.41867852,-0.46369913
0.21342568,-0.16264296
0.35539335,-0.48206618
0.3304244,-0.2892133
0.35251021,-0.33910999
0.29943815,-0.25272918
0.26408991,-0.40112367
0.36531478,0.028545767
0.44953379,-0.058950543
0.35254827,-0.084420234
0.33374751,-0.29490343
0.35753226,-0.06284532
0.44831601,-0.28493547
0.48080721,-0.10336801
0.54609346,-0.10304609
0.52314776,0.092186928
0.43802568,0.046295524
0.41409665,-0.29904842
0.50673318,-0.17180669
0.58056331,0.013466328
0.40214515,-0.0096362829
0.34289616,-0.16711074
0.33056381,-0.29600668
0.49901634,-0.30486944
0.55088347,-0.0019673109
0.48743576,0.10176694
0.27025494,-0.056392193
0.32168093,-0.45949009
0.40468097,-0.35663816
0.24672441,-0.084717825
0.1998723,-0.48224729
0.16050658,-0.60025537
0.30169192,-0.66576993
0.20968048,-0.39661613
0.48866165,-0.580639
0.22546181,-0.57388425
0,-0.54907632
0.34169185,-0.27205512
0.34254387,-0.40764213
0.52257973,-0.31491223
0.48880568,0.045159459
0.33793691,-0.047713608
0.31508589,-0.32412615
0.34306729,-0.35263389
0.75519359,0.5739888
0.7086525,0.52126157
0.65191281,0.42705226
0.4805305,0.05079174
0.48736879,-0.038938999
0.50263202,-0.011654764
0.35967517,-0.11416933
0.30867538,-0.26478106
0.56789708,-0.3618367
0.75519359,0.5739888
0.7086525,0.52126157
0.65191281,0.42705226
0.55067486,0.072841108
0,0.11843273
0.39226076,-0.070830584
0.52401835,-0.15992936
0.53443342,0.048036665
0.45152488,0.068866849
0.3330023,-0.15095365
0.42007214,-0.33399543
0.55980498,-0.15985572
0.19378355,-0.55270648
0.50053781,-0.60402095
0.65788764,0.0010756254
0.59181356,0.14730155
0.71736944,0.18362713
0.67553574,0.43473884
0.39701414,-0.31821692
0.44139192,-0.27878341
0.44410181,-0.1172162
0.40252191,-0.11179638
0.39489341,-0.11922669
0.40653726,-0.21021318
0.5225805,-0.1869255
0.30138388,-0.35629845
0.43957055,-0.3972322
0.41621512,-0.12085891
0.59181356,0.14730155
0.71736944,0.18362713
0.67553574,0.43473884
0.36988208,0.23202649
0.2491705,-0.20682356
0.81000131,0.6138854
0.50830168,1
1,0.016603351
0.82470053,1
1,0.5741756
0.72955668,1
1,0.58382726
0.47457638,1
0.27944979,-0.011025816
0.095175847,-0.44110039
0.4397926,-0.19271728
0.26738739,-0.12041476
0.49006331,-0.46522522
0,-0.50791299
0,-1
1,0.26731291
0.76427794,0.48896983
1,0.52855587
0.75944924,1
1,0.47111294
0.45787126,1
0.38288912,-0.084257483
0.34311721,-0.19984934
0,-0.31376556
0,-1
0.4948329,-1
0.60545135,0.075862676
0.77614146,0.2503292
0.64843929,0.18147039
1,0.29687855
0.89725548,0.4867878
0.5907169,0.16027895
0.76138496,0.18143383
0.78018135,0.52276993
1,0.0051387548
0.602548,1
0.67237687,0.20509601
0.88058186,0.79019678
0.87854928,0.76116371
0.32619712,0.75709856
0.29651585,-0.8561722
0,-0.37390813
0.30802497,-1
0.82144141,0.58890879
0.76905501,0.64288282
1,1
1,1
0.87149298,1
1,0.74298596
0.75310141,0.38915899
0.71516836,0.50620282
0.61023724,0.43033668
0.46969968,-0.11345029
0,-0.060600638
0.39301711,-1
1,1
1,1
0.78554529,1
0.78628397,0.23229423
1,0.57256794
1,0.99066317
0.67369652,1
1,0.34739304
1,1
0.56180125,0.26938689
0.54586244,0.12360251
0.73034328,0.27858824
1,1
1,1
1,1
0.81535321,1
0.54194951,0.63070643
1,0.10503259
0.60824794,0.065709502
1,0.24999622
1,0.30020547
0.37590516,-0.24895701
0.42852637,-0.24504131
0,-0.13892183
0.1915565,-0.12486908
0.073109247,-0.61688697
0.25410631,-0.85378146
0,-0.18190691
0,-0.62235773
0,-1
0.69867992,0.070531338
0.63878274,0.39735985
0.83667517,0.27756551
0.30852026,-1
0.30690014,-0.36173916
0.69405949,0.20869544
0.69038063,0.48346469
0.76636499,0.38076124
1,0.53272998
0.59252447,0.39211324
0.54431605,0.18504897
0.38241291,0.11243442
0,-0.054977745
0.35712385,-0.81781942
0,-0.2857523
0,-0.16302925
0,-1
0.41806057,-1
0.20289488,-0.84193069
0,-0.54853654
0.57231408,0.13289055
0.67259532,0.33238459
1,0.34519064
0.76146853,1
0.4275569,0.38773105
0.3505837,-0.14488623
0.36252671,-0.29883257
